127.0.0.1 - - [11/Aug/2022:08:32:53 +0545] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:26:42 +0545] "GET /Bug_Tracking_System/ViewBugs1.jsp?cat=Tester HTTP/1.1" 200 4123
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:26:45 +0545] "GET /Bug_Tracking_System/ViewBugs1.jsp?cat=Tester HTTP/1.1" 200 4123
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:26:48 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:26:48 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:26:51 +0545] "GET /Bug_Tracking_System/ChangePassword.jsp?cat=Tester HTTP/1.1" 200 3836
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:26:53 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:27:38 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7179
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:27:54 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7179
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:27:54 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 923
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:27:55 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7179
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:27:55 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:28:06 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7179
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:28:06 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 922
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:28:19 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7179
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:28:19 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 922
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:28:29 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7179
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:28:29 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 922
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:28:38 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7179
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:28:38 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 922
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:28:44 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7179
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:28:44 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:28:45 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7179
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:28:45 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:28:54 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7179
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:28:54 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 922
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:29:01 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7179
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:29:01 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 922
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:29:34 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7189
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:29:34 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 994
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:29:49 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7204
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:29:49 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:30:08 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7230
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:30:08 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:30:18 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7243
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:30:18 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:30:19 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7243
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:30:19 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7243
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:30:29 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7221
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:30:29 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:30:29 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7221
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:30:54 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7462
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:30:54 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:31:01 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6361
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:31:02 +0545] "GET /Bug_Tracking_System/TesterHome.jsp?cat=Tester HTTP/1.1" 200 2572
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:31:04 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6361
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:31:04 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:00 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6350
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:00 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:08 +0545] "GET /Bug_Tracking_System/TesterHome.jsp?cat=Tester HTTP/1.1" 200 2561
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:10 +0545] "GET /Bug_Tracking_System/Logout.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:11 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 3139
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:11 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:11 +0545] "GET /Bug_Tracking_System/loginstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:20 +0545] "GET /Bug_Tracking_System/Login?userid=developer&password=developer&login=Login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:20 +0545] "GET /Bug_Tracking_System/DeveloperHome.jsp HTTP/1.1" 200 2756
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:23 +0545] "GET /Bug_Tracking_System/ViewBugs.jsp HTTP/1.1" 200 5190
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:26 +0545] "GET /Bug_Tracking_System/ViewOtherBugs.jsp HTTP/1.1" 200 13530
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:26 +0545] "GET /Bug_Tracking_System/BugImages/ HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:26 +0545] "GET /Bug_Tracking_System/BugImages/esewa_logo.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:26 +0545] "GET /Bug_Tracking_System/BugImages/eSewa1212.png HTTP/1.1" 200 32954
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:26 +0545] "GET /Bug_Tracking_System/BugImages/ HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:26 +0545] "GET /Bug_Tracking_System/BugImages/ HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:33 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Developer HTTP/1.1" 200 7628
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:32:33 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:02 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Developer HTTP/1.1" 200 7617
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:02 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:08 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Developer HTTP/1.1" 200 7617
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:09 +0545] "GET /Bug_Tracking_System/ViewBugs.jsp HTTP/1.1" 200 5179
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:12 +0545] "GET /Bug_Tracking_System/ViewOtherBugs.jsp HTTP/1.1" 200 13519
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:12 +0545] "GET /Bug_Tracking_System/BugImages/ HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:12 +0545] "GET /Bug_Tracking_System/BugImages/esewa_logo.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:12 +0545] "GET /Bug_Tracking_System/BugImages/ HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:12 +0545] "GET /Bug_Tracking_System/BugImages/ HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:15 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Developer HTTP/1.1" 200 7617
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:20 +0545] "GET /Bug_Tracking_System/DeveloperHome.jsp?cat=Developer HTTP/1.1" 200 2745
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:21 +0545] "GET /Bug_Tracking_System/Logout.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:23 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 3139
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:29 +0545] "GET /Bug_Tracking_System/Login?userid=manager&password=manager&login=Login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:29 +0545] "GET /Bug_Tracking_System/ManagerHome.jsp HTTP/1.1" 200 2043
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:31 +0545] "GET /Bug_Tracking_System/ManagerHome.jsp?cat=Manager HTTP/1.1" 200 2043
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:33 +0545] "GET /Bug_Tracking_System/Logout.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:35 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 3139
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:46 +0545] "GET /Bug_Tracking_System/Login?userid=manager&password=manager&login=Login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:46 +0545] "GET /Bug_Tracking_System/ManagerHome.jsp HTTP/1.1" 200 2043
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:48 +0545] "GET /Bug_Tracking_System/AssignProject.jsp HTTP/1.1" 200 4020
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:53 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=HrManager HTTP/1.1" 200 6943
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:53 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:56 +0545] "GET /Bug_Tracking_System/ChangePassword.jsp?cat=HrManager&userid=manager HTTP/1.1" 200 3315
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:33:58 +0545] "GET /Bug_Tracking_System/AssignProject.jsp HTTP/1.1" 200 4020
127.0.0.1 - - [11/Aug/2022:17:23:35 +0545] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [11/Aug/2022:17:23:39 +0545] "GET /Bug_Tracking_System/ HTTP/1.1" 200 3139
0:0:0:0:0:0:0:1 - - [11/Aug/2022:17:23:39 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:17:23:39 +0545] "GET /Bug_Tracking_System/loginstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:17:23:39 +0545] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [11/Aug/2022:17:23:55 +0545] "GET /Bug_Tracking_System/Login?userid=manager&password=manager&login=Login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:17:23:55 +0545] "GET /Bug_Tracking_System/ManagerHome.jsp HTTP/1.1" 200 2043
0:0:0:0:0:0:0:1 - - [11/Aug/2022:17:23:59 +0545] "GET /Bug_Tracking_System/AssignProject.jsp HTTP/1.1" 200 4020
127.0.0.1 - - [11/Aug/2022:18:15:00 +0545] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:15:00 +0545] "GET /Bug_Tracking_System/ HTTP/1.1" 200 3139
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:15:01 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:15:01 +0545] "GET /Bug_Tracking_System/loginstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:15:53 +0545] "GET /Bug_Tracking_System/Login?userid=admin&password=12345&login=Login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:15:53 +0545] "GET /Bug_Tracking_System/AdminHome.jsp HTTP/1.1" 200 3601
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:15:59 +0545] "GET /Bug_Tracking_System/AddDepartment.jsp HTTP/1.1" 200 4523
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:16:02 +0545] "GET /Bug_Tracking_System/ViewDepartment.jsp HTTP/1.1" 200 5306
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:16:05 +0545] "GET /Bug_Tracking_System/UpdateDepartment.jsp HTTP/1.1" 200 5341
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:16:08 +0545] "GET /Bug_Tracking_System/ViewEmployee.jsp HTTP/1.1" 200 9159
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:16:19 +0545] "GET /Bug_Tracking_System/UpdateEmployee.jsp HTTP/1.1" 200 10501
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:16:22 +0545] "GET /Bug_Tracking_System/AddProject.jsp HTTP/1.1" 200 6612
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:16:35 +0545] "GET /Bug_Tracking_System/EmployeePermission.jsp HTTP/1.1" 200 4869
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:17:24 +0545] "GET /Bug_Tracking_System/Logout.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:17:25 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 3139
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:17:33 +0545] "GET /Bug_Tracking_System/Login?userid=tester&password=tester&login=Login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:17:33 +0545] "GET /Bug_Tracking_System/TesterHome.jsp HTTP/1.1" 200 2561
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:17:42 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6350
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:17:42 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:17:51 +0545] "GET /Bug_Tracking_System/ViewBugs1.jsp?cat=Tester HTTP/1.1" 200 4112
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:18:18 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7451
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:18:22 +0545] "GET /Bug_Tracking_System/ChangePassword.jsp?cat=Tester HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:18:25 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7451
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:18:46 +0545] "GET /Bug_Tracking_System/ChangePassword.jsp?cat=Tester HTTP/1.1" 200 3825
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:18:51 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6350
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:18:56 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6350
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:18:58 +0545] "GET /Bug_Tracking_System/ViewBugs1.jsp?cat=Tester HTTP/1.1" 200 4112
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:19:03 +0545] "GET /Bug_Tracking_System/Logout.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:19:05 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 3139
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:19:11 +0545] "GET /Bug_Tracking_System/Login?userid=developer&password=developer&login=Login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:19:11 +0545] "GET /Bug_Tracking_System/DeveloperHome.jsp HTTP/1.1" 200 2745
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:19:19 +0545] "GET /Bug_Tracking_System/ViewBugs.jsp HTTP/1.1" 200 5179
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:19:23 +0545] "GET /Bug_Tracking_System/ViewBugs.jsp HTTP/1.1" 200 5179
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:20:03 +0545] "GET /Bug_Tracking_System/ViewOtherBugs.jsp HTTP/1.1" 200 13519
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:20:03 +0545] "GET /Bug_Tracking_System/BugImages/ HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:20:03 +0545] "GET /Bug_Tracking_System/BugImages/esewa_logo.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:20:09 +0545] "GET /Bug_Tracking_System/PostSolution.jsp?bugid=1 HTTP/1.1" 200 3782
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:20:23 +0545] "GET /Bug_Tracking_System/DeveloperHome.jsp?cat=Developer HTTP/1.1" 200 2745
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:20:32 +0545] "GET /Bug_Tracking_System/Logout.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [11/Aug/2022:18:20:34 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 3139
